@    title "RMSD"
@    xaxis  label "Time (ps)"
@    yaxis  label "RMSD (nm)"
   0.0000000    0.0379450
 100.0000000    0.1793583
 200.0000000    0.1777584
 300.0000000    0.1543768
 400.0000000    0.2029365
 500.0000000    0.1894379
 600.0000000    0.1551989
 700.0000000    0.1854946
 800.0000000    0.1643835
 900.0000000    0.1530386
1000.0000000    0.1791744
1100.0000000    0.2082631
1200.0000000    0.2114027
1300.0000000    0.2216207
1400.0000000    0.2040216
1500.0000000    0.2507327
1600.0000000    0.2833377
1700.0000000    0.2618178
1800.0000000    0.2571352
1900.0000000    0.2480980
2000.0000000    0.1923885
2100.0000000    0.2637515
2200.0000000    0.2420907
2300.0000000    0.2551277
2400.0000000    0.2410862
2500.0000000    0.2368225
2600.0000000    0.2913974
2700.0000000    0.2782329
2800.0000000    0.2278563
2900.0000000    0.2481385
3000.0000000    0.2404628
3100.0000000    0.2365333
3200.0000000    0.2751220
3300.0000000    0.2603886
3400.0000000    0.2740386
3500.0000000    0.2751914
3600.0000000    0.2501604
3700.0000000    0.2480656
3800.0000000    0.2813312
3900.0000000    0.2613171
4000.0000000    0.2507451
4100.0000000    0.2486717
4200.0000000    0.2547087
4300.0000000    0.2675540
4400.0000000    0.2221438
4500.0000000    0.2247739
4600.0000000    0.2486980
4700.0000000    0.2111957
4800.0000000    0.2124268
4900.0000000    0.2906213
5000.0000000    0.3165338
5100.0000000    0.2491767
5200.0000000    0.2048829
5300.0000000    0.2359966
5400.0000000    0.3049602
5500.0000000    0.2551159
5600.0000000    0.1968922
5700.0000000    0.2401768
5800.0000000    0.3145302
5900.0000000    0.1984255
6000.0000000    0.1767123
6100.0000000    0.2288551
6200.0000000    0.1725962
6300.0000000    0.1992014
6400.0000000    0.2376154
6500.0000000    0.2478960
6600.0000000    0.1782105
6700.0000000    0.2343241
6800.0000000    0.2035844
6900.0000000    0.2181637
7000.0000000    0.1888641
7100.0000000    0.1905239
7200.0000000    0.2055050
7300.0000000    0.1849440
7400.0000000    0.2495324
7500.0000000    0.1911681
7600.0000000    0.2206695
7700.0000000    0.1746918
7800.0000000    0.1531904
7900.0000000    0.1890761
8000.0000000    0.1884553
8100.0000000    0.2276072
8200.0000000    0.2573580
8300.0000000    0.2584718
8400.0000000    0.1214601
8500.0000000    0.1279295
8600.0000000    0.1427372
8700.0000000    0.1500487
8800.0000000    0.1650315
8900.0000000    0.1544764
9000.0000000    0.1547932
9100.0000000    0.1649656
9200.0000000    0.1535228
9300.0000000    0.2004976
9400.0000000    0.1367913
9500.0000000    0.1886652
9600.0000000    0.1980713
9700.0000000    0.1476175
9800.0000000    0.1224815
9900.0000000    0.1394473
10000.0000000    0.1605897
10100.0000000    0.1397585
10200.0000000    0.2034293
10300.0000000    0.1525117
10400.0000000    0.1826834
10500.0000000    0.1654795
10600.0000000    0.2067249
10700.0000000    0.1769215
10800.0000000    0.2670534
10900.0000000    0.1850747
11000.0000000    0.1730657
11100.0000000    0.1421843
11200.0000000    0.1411396
11300.0000000    0.2019259
11400.0000000    0.1944775
11500.0000000    0.1852988
11600.0000000    0.1819586
11700.0000000    0.1617075
11800.0000000    0.1933964
11900.0000000    0.2551782
12000.0000000    0.2035609
12100.0000000    0.1466262
12200.0000000    0.1788411
12300.0000000    0.2474121
12400.0000000    0.1536090
12500.0000000    0.1379807
12600.0000000    0.1818640
12700.0000000    0.1518437
12800.0000000    0.1565651
12900.0000000    0.1307197
13000.0000000    0.1509447
13100.0000000    0.1543635
13200.0000000    0.1919793
13300.0000000    0.1797610
13400.0000000    0.2037521
13500.0000000    0.1790056
13600.0000000    0.1336546
13700.0000000    0.1156605
13800.0000000    0.1425883
13900.0000000    0.1850749
14000.0000000    0.1972375
14100.0000000    0.1950165
14200.0000000    0.2125376
14300.0000000    0.1447765
14400.0000000    0.1300025
14500.0000000    0.2019141
14600.0000000    0.1619002
14700.0000000    0.2201200
14800.0000000    0.1870419
14900.0000000    0.1865704
15000.0000000    0.2248907
15100.0000000    0.1179092
15200.0000000    0.1636710
15300.0000000    0.1513475
15400.0000000    0.1815208
15500.0000000    0.2019920
15600.0000000    0.1695702
15700.0000000    0.2424068
15800.0000000    0.2174751
15900.0000000    0.1074087
16000.0000000    0.1723401
16100.0000000    0.2109538
16200.0000000    0.2407740
16300.0000000    0.1791125
16400.0000000    0.2039244
16500.0000000    0.2363300
16600.0000000    0.2056831
16700.0000000    0.2755527
16800.0000000    0.2172002
16900.0000000    0.2382520
17000.0000000    0.1896975
17100.0000000    0.2350930
17200.0000000    0.1924345
17300.0000000    0.2307815
17400.0000000    0.1994653
17500.0000000    0.2139065
17600.0000000    0.2218966
17700.0000000    0.2003764
17800.0000000    0.2366336
17900.0000000    0.2354170
18000.0000000    0.2382547
18100.0000000    0.2339635
