@    title "RMSD"
@    xaxis  label "Time (ps)"
@    yaxis  label "RMSD (nm)"
   0.0000000    0.0486689
 100.0000000    0.1054862
 200.0000000    0.1576605
 300.0000000    0.1834380
 400.0000000    0.2094193
 500.0000000    0.2003852
 600.0000000    0.1897100
 700.0000000    0.1986687
 800.0000000    0.2223921
 900.0000000    0.2293357
1000.0000000    0.1956415
1100.0000000    0.1405017
1200.0000000    0.2597576
1300.0000000    0.2072068
1400.0000000    0.2127590
1500.0000000    0.2131468
1600.0000000    0.1703166
1700.0000000    0.2728310
1800.0000000    0.2535086
1900.0000000    0.1998390
2000.0000000    0.2183384
2100.0000000    0.1251081
2200.0000000    0.1415661
2300.0000000    0.2455568
2400.0000000    0.2323338
2500.0000000    0.1713443
2600.0000000    0.1743444
2700.0000000    0.3075569
2800.0000000    0.1762066
2900.0000000    0.2106019
3000.0000000    0.2195356
3100.0000000    0.2279974
3200.0000000    0.2598579
3300.0000000    0.2569485
3400.0000000    0.2198413
3500.0000000    0.2478387
3600.0000000    0.1924162
3700.0000000    0.2042058
3800.0000000    0.2540272
3900.0000000    0.2144762
4000.0000000    0.2646651
4100.0000000    0.2472377
4200.0000000    0.2108015
4300.0000000    0.2565938
4400.0000000    0.2160808
4500.0000000    0.2481795
4600.0000000    0.2106599
4700.0000000    0.1931891
4800.0000000    0.2585492
4900.0000000    0.2428102
5000.0000000    0.2469035
5100.0000000    0.2581011
5200.0000000    0.2476638
5300.0000000    0.2091378
5400.0000000    0.2023152
5500.0000000    0.2116461
5600.0000000    0.1741186
5700.0000000    0.2515071
5800.0000000    0.3027418
5900.0000000    0.2245885
6000.0000000    0.2232494
6100.0000000    0.2364278
6200.0000000    0.1789408
6300.0000000    0.2282102
6400.0000000    0.2176434
6500.0000000    0.2218898
6600.0000000    0.2106397
6700.0000000    0.2440585
6800.0000000    0.2267001
6900.0000000    0.2548390
7000.0000000    0.2138509
7100.0000000    0.2079966
7200.0000000    0.2483568
7300.0000000    0.2104190
7400.0000000    0.2416130
7500.0000000    0.2410992
7600.0000000    0.2238435
7700.0000000    0.2160615
7800.0000000    0.2420368
7900.0000000    0.2091014
8000.0000000    0.2436767
8100.0000000    0.2768235
8200.0000000    0.3063620
8300.0000000    0.2437521
8400.0000000    0.2141726
8500.0000000    0.2145244
8600.0000000    0.2076415
8700.0000000    0.2307641
8800.0000000    0.2583393
8900.0000000    0.2667331
9000.0000000    0.1774765
9100.0000000    0.2188957
9200.0000000    0.2124539
9300.0000000    0.2795306
9400.0000000    0.2255854
9500.0000000    0.2333011
9600.0000000    0.2436536
9700.0000000    0.2563994
9800.0000000    0.1866700
9900.0000000    0.1968153
10000.0000000    0.2248330
10100.0000000    0.2634361
10200.0000000    0.2520964
10300.0000000    0.1404844
10400.0000000    0.1609167
10500.0000000    0.1846455
10600.0000000    0.1630517
10700.0000000    0.2098837
10800.0000000    0.1592628
10900.0000000    0.1757089
11000.0000000    0.1987824
11100.0000000    0.1959211
11200.0000000    0.1882986
11300.0000000    0.1409748
11400.0000000    0.1822185
11500.0000000    0.2197581
11600.0000000    0.2197006
11700.0000000    0.1632761
11800.0000000    0.1839363
11900.0000000    0.1972717
12000.0000000    0.1265330
12100.0000000    0.1927019
12200.0000000    0.2346548
12300.0000000    0.1714987
12400.0000000    0.2004866
12500.0000000    0.2446609
12600.0000000    0.2182697
12700.0000000    0.2273253
12800.0000000    0.2430901
12900.0000000    0.2722260
13000.0000000    0.2365618
13100.0000000    0.2097400
13200.0000000    0.1866761
13300.0000000    0.1995332
13400.0000000    0.2313724
13500.0000000    0.2006772
13600.0000000    0.1819972
13700.0000000    0.1878976
13800.0000000    0.3059739
13900.0000000    0.1905630
14000.0000000    0.2232454
14100.0000000    0.2334808
14200.0000000    0.2176934
14300.0000000    0.2144613
14400.0000000    0.2158624
14500.0000000    0.2427168
14600.0000000    0.2657474
14700.0000000    0.2692447
14800.0000000    0.2427007
14900.0000000    0.2558565
15000.0000000    0.3033392
15100.0000000    0.2575793
15200.0000000    0.2075978
15300.0000000    0.2746475
15400.0000000    0.2823754
15500.0000000    0.2323338
15600.0000000    0.2353957
15700.0000000    0.1938733
15800.0000000    0.1966621
15900.0000000    0.2468075
16000.0000000    0.1697937
16100.0000000    0.1773327
16200.0000000    0.1870304
16300.0000000    0.2671394
16400.0000000    0.2232743
16500.0000000    0.2119520
16600.0000000    0.1616767
16700.0000000    0.2740823
16800.0000000    0.1968771
16900.0000000    0.2326226
17000.0000000    0.2427663
17100.0000000    0.2575209
17200.0000000    0.2181402
17300.0000000    0.2970205
17400.0000000    0.2629761
17500.0000000    0.2806329
17600.0000000    0.2582673
17700.0000000    0.2174846
17800.0000000    0.2292776
17900.0000000    0.2014107
18000.0000000    0.2767242
18100.0000000    0.2459814
