@    title "RMSD"
@    xaxis  label "Time (ps)"
@    yaxis  label "RMSD (nm)"
   0.0000000    0.0234520
 100.0000000    0.1401595
 200.0000000    0.1976218
 300.0000000    0.1668955
 400.0000000    0.1396381
 500.0000000    0.2181094
 600.0000000    0.1800600
 700.0000000    0.1924359
 800.0000000    0.1826678
 900.0000000    0.2298641
1000.0000000    0.2364012
1100.0000000    0.2483528
1200.0000000    0.1584072
1300.0000000    0.1904407
1400.0000000    0.1406395
1500.0000000    0.1601981
1600.0000000    0.2083529
1700.0000000    0.1842839
1800.0000000    0.1953727
1900.0000000    0.2120677
2000.0000000    0.1644295
2100.0000000    0.2031065
2200.0000000    0.1791185
2300.0000000    0.1808562
2400.0000000    0.1689903
2500.0000000    0.1842197
2600.0000000    0.1881727
2700.0000000    0.1811226
2800.0000000    0.2387744
2900.0000000    0.2761483
3000.0000000    0.1553410
3100.0000000    0.2390926
3200.0000000    0.2036479
3300.0000000    0.2549584
3400.0000000    0.2422838
3500.0000000    0.2561459
3600.0000000    0.1810936
3700.0000000    0.1794571
3800.0000000    0.2213004
3900.0000000    0.2568824
4000.0000000    0.2586073
4100.0000000    0.2563810
4200.0000000    0.2487652
4300.0000000    0.2299124
4400.0000000    0.2552172
4500.0000000    0.2411330
4600.0000000    0.2430250
4700.0000000    0.2273977
4800.0000000    0.2514201
4900.0000000    0.2248792
5000.0000000    0.2228337
5100.0000000    0.2038112
5200.0000000    0.1999945
5300.0000000    0.2568536
5400.0000000    0.2594107
5500.0000000    0.2339947
5600.0000000    0.2336851
5700.0000000    0.2766968
5800.0000000    0.2368764
5900.0000000    0.2468860
6000.0000000    0.2763840
6100.0000000    0.2484622
6200.0000000    0.2396442
6300.0000000    0.2379646
6400.0000000    0.2875323
6500.0000000    0.2455706
6600.0000000    0.2434429
6700.0000000    0.2210921
6800.0000000    0.1758483
6900.0000000    0.2163530
7000.0000000    0.1892829
7100.0000000    0.2259461
7200.0000000    0.1803111
7300.0000000    0.2252362
7400.0000000    0.3240365
7500.0000000    0.2077807
7600.0000000    0.2702846
7700.0000000    0.2361807
7800.0000000    0.2119184
7900.0000000    0.1778632
8000.0000000    0.1830615
8100.0000000    0.2532219
8200.0000000    0.2581021
8300.0000000    0.2887990
8400.0000000    0.2793273
8500.0000000    0.2783255
8600.0000000    0.1656332
8700.0000000    0.2031411
8800.0000000    0.1902832
8900.0000000    0.2667504
9000.0000000    0.2335966
9100.0000000    0.2565522
9200.0000000    0.2302717
9300.0000000    0.2962589
9400.0000000    0.2224176
9500.0000000    0.2581129
9600.0000000    0.2142071
9700.0000000    0.3031222
9800.0000000    0.2368560
9900.0000000    0.2605208
10000.0000000    0.2588474
10100.0000000    0.2210626
10200.0000000    0.1991714
10300.0000000    0.2403027
10400.0000000    0.2458816
10500.0000000    0.2941900
10600.0000000    0.2382151
10700.0000000    0.2246639
10800.0000000    0.2175556
10900.0000000    0.2503315
11000.0000000    0.2707304
11100.0000000    0.2398230
11200.0000000    0.2784914
11300.0000000    0.2204263
11400.0000000    0.2497172
11500.0000000    0.2377781
11600.0000000    0.1814579
11700.0000000    0.2447876
11800.0000000    0.1896542
11900.0000000    0.1991684
12000.0000000    0.1886625
12100.0000000    0.1752672
12200.0000000    0.1983905
12300.0000000    0.2088829
12400.0000000    0.1873226
12500.0000000    0.2180421
12600.0000000    0.2180197
12700.0000000    0.1439814
12800.0000000    0.2431072
12900.0000000    0.2008829
13000.0000000    0.2547070
13100.0000000    0.2377507
13200.0000000    0.2860005
13300.0000000    0.1963297
13400.0000000    0.2629717
13500.0000000    0.2385149
13600.0000000    0.2468361
13700.0000000    0.1910128
13800.0000000    0.2286563
13900.0000000    0.2098220
14000.0000000    0.1826114
14100.0000000    0.2205334
14200.0000000    0.2662820
14300.0000000    0.2942399
14400.0000000    0.2604387
14500.0000000    0.2095326
14600.0000000    0.1909182
14700.0000000    0.2433091
14800.0000000    0.2009540
14900.0000000    0.2265876
15000.0000000    0.2309067
15100.0000000    0.1605256
15200.0000000    0.1788274
15300.0000000    0.2571680
15400.0000000    0.2450778
15500.0000000    0.2297035
15600.0000000    0.2179546
15700.0000000    0.2034848
15800.0000000    0.1861694
15900.0000000    0.3095821
16000.0000000    0.1768394
16100.0000000    0.2781077
16200.0000000    0.2736396
16300.0000000    0.2111144
16400.0000000    0.2096642
16500.0000000    0.2163758
16600.0000000    0.2993840
16700.0000000    0.2620889
16800.0000000    0.2762261
16900.0000000    0.2145285
17000.0000000    0.2344159
17100.0000000    0.3238923
17200.0000000    0.2820337
17300.0000000    0.2689537
17400.0000000    0.3646860
17500.0000000    0.2204033
17600.0000000    0.2801539
17700.0000000    0.2312779
17800.0000000    0.2362218
17900.0000000    0.2858219
18000.0000000    0.3047390
18100.0000000    0.2810207
